,text,category,label
6401,After this movie thalaiyoda level summa roket mari mela parakum neenga rumba nallayirukanam thala,Positive ,2
6402,1st like 1st comment,Positive ,2
6403,1 42 par thoda vfx ki kami lag rhi h bhai,Negative ,0
6404,1 Rajini sir PETTA 2 Ajit kumar VISWAMA 3 Ram charan VVR UNNAMED Relesing on same day thinking face thinking face Big clash,Positive ,2
6405,what a trailer thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa looking more handsome and awsome Gudos to the creators,Positive ,2
6406,Vjs anne sema look antha nethila kunkumom super,Positive ,2
6407,Marana mass super star super star than,Positive ,2
6408,Power star srinavasan fans hit like here,Positive ,2
6409,Ennangada Vjs eh pathi onnumey kaamikala Movie la yavathu konjam getha kaaminga da,Positive ,2
6410,Kalaila elundha vudane Pallu Kooda valakama nera YouTube pakam vandha thala fans Ellarum comment pannunga ‍‍‍‍‍‍‍‍,Positive ,2
6411,Tamilcinema Na ennanu kaatanum get Ready audience,Positive ,2
6412,Remake of Bollywood movie pink,Positive ,2
6413,Vijay anna maari thala enna mo try pandraru paakalam,Negative ,0
6414,Visvasam Remix music vera level bro Gv the horns sign of the horns the horns sign of the horns Visvasam 2 0 musics alluthu,Negative ,0
6415,super trailer rei adhu radhiya iruka movie epadi irukum,Mixed_feelings ,1
6416,Thala yoda look sema mass nu soldravanga oru like pannunga,Positive ,2
6417,Ayoooo Maranam Semma U1 rocking,Positive ,2
6418,Ena get up potaalum eppadi set aaguthu thinking face thinking face,Positive ,2
6419,Thala sonna kadaisi doigue athu thala fanuku sonna mari irukuthu sema,Positive ,2
6420,saar super saar im waiting ur movie semma trailer we r waiting la malaysians,Positive ,2
6421,VIP KAZHINJU ADUTHATHU ENNI ORU AWARDUM,Positive ,2
6422,Troll panakudathene last ah oru oru dialogue vechutanungge smart move,Mixed_feelings ,1
6423,Simran mam so beautiful thalaivar ivlo young ah pathu evlo naal achu star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes jithu star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
6424,Petta parak rajinians mattum ulla iru mathavanlam odi poidu vantha thangamatta,Positive ,2
6425,FDFS kattta waiting Sasikumar Bobby Vijay Simran Trisha Anirudh n Rajni Sir perfect blending Gonna Super Duper Block buster,Positive ,2
6426,Mugamoodi ah Re Release pana mari irukey thinking face thinking face Anyway padam nallarntha sari,Mixed_feelings ,1
6427,All the best from KICHCHA BØSŚ fans karnataka,Positive ,2
6428,pakkurathuku chinna payan mari style ah irukeenga,Positive ,2
6429,Thala voice ketgavea thirupa thitupa paakura,Positive ,2
6430,Thala Class AndMass NKP Verithanam ThalaU1H VinothCombo Summa Ninnu Pesuvanga Entha Nerkonda Paarvaiya,Positive ,2
6431,Semma mass Karthi Sri super Thalapathy veriyan madurai,Positive ,2
6432,467297 view in 22 minutes Thala vera leval,Positive ,2
6433,Yarellam Thala 60 movie ku wait panringa,Positive ,2
6434,Dislikers naam tamizhar katchii pooleeee Parvalaiyaaa konje aalu irukkangaleee,Positive ,2
6435,Ippo Enna panna porom sweet sapda porom,Mixed_feelings ,1
6436,Neenga adichu norukunga thalaivaa chiyaan rocks,Positive ,2
6437,Marana mass intha ajith vijay eppo ipadi nadipanga,Positive ,2
6438,Iyoo thala mass kola mass,Negative ,0
6439,Petta viswasama underwear oda odda vida pogudu,Mixed_feelings ,1
6440,Trailer nalla dhan ya iruku best of luck,Positive ,2
6441,Like ah pottu video pathavan lik ah podu,Positive ,2
6442,ungalal mudintha alavu niraya niraya command pannuga,Positive ,2
6443,Polladha boomi song yen movie la varala,Positive ,2
6444,Pink hindi movie trailer paarunga movie slowand sad thaan hindi remake amitabh in ajith role,Positive ,2
6445,komali rasini vesam pottu tamil ilichavayangala ematharan,Mixed_feelings ,1
6446,Padipa mattum namma kitta irunthu eduthuka mudiyathu la oru Varthai thalaiva,Positive ,2
6447,Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala,Positive ,2
6448,Nammaku thevaiyanadhu namba than adichi vanganum,Positive ,2
6449,Superb thalaiva Love you thalaivaaaa,Positive ,2
6450,Big answer to sahoo from tamil Chiyaan uyir,Positive ,2
6451,Paaah Enaa Intnse ah irukuu A Vetrimaran Flm Enga Vijay anna unga kuda oru padam pananum,Positive ,2
6452,Vandhuten nu sollu thirumbi vandhutennu adhe styleoda thirumbi vandhuten nu sollu,Positive ,2
6453,irumugan maathiri irukku voice aa sonnaen,Positive ,2
6454,Thalaiva unna minja yaaru Inge love u sir,Positive ,2
6455,Ajith Kumar And Yuvan Shankar Raja Music Rockkkingggg Waiting For Aug 10,Positive ,2
6456,Trailer pathu veri aetha varavanga yaravathu Waitinggg,Positive ,2
6457,A shankar film arr bgm,Positive ,2
6458,Arunthathiyarkal valkai poor nirainthathuevanum evanukkum adimai illa kalvi yevanalum parikka mudiyathu sakkilianda,Mixed_feelings ,1
6459,Mass na Marana massu da Thalapathy fans,Positive ,2
6460,Ivara troll pana epdi da ungalaku manasu varuthu thalaivar thalaivar thaan by thalpathi fan,Positive ,2
6461,100 hari padam patha mathuri irukuuu suma sara saranuuu scenes pogudhu Waiting to see in big screen,Positive ,2
6462,Poi appa character iruntha nadika solluga setaaa agala 2 o mass ithu pushhh,Negative ,0
6463,I love rajini,Positive ,2
6464,Movie Paathachu kandippa ellarum pakkanum vera level la irukku movie Dhanush Anna Acting marana mass ah irukku,Positive ,2
6465,Aiyoo Sema Mass Thala Look Marana Mass Pa Yuvan Sir Bgm Sema Marana Waiting,Positive ,2
6466,Moms be like akshay kumar nalladhu dhaana senjaaru avara poi konnuteengaley da apparasandigala rolling on the floor laughing rolling on the floor laughing,Negative ,0
6467,Meme pathutu teaser paka vandhavanga matum like podunga 5 muraiku mela pathavanga like podungha,Positive ,2
6468,Padam release panathinga bayangara loss aavinga thalapathy vararu,Negative ,0
6469,Thalaivar s dance in last scene looks like silambattam movie Simbu avlo energetic a irukaru pa the horns sign of the horns the horns sign of the horns,Positive ,2
6470,August 10 waiting thala movie nerkonda paarvai,Positive ,2
6471,Evaraku vyasuu eraadu Awesome in every frame,Positive ,2
6472,Thalaivar super petta dialogue semma mass ah eruku thalaivaa call me hand call me hand,Positive ,2
6473,Manitha kadavul Ajith Kumar Love you thala Udal mannukku uyire Ajith Kumar ku En Sami,Mixed_feelings ,1
6474,BGM vera level gv Prakash fan daw,Positive ,2
6475,I am Vijay fan i love Ajith,Positive ,2
6476,Thalaivaaa therikka vittuta thalaivaaa vayasaanalum unnoda alagum stylum konjam kooda maarala,Negative ,0
6477,trailer ah ye pakka mudiyala eppudi padatha pakkurathoooo,Negative ,0
6478,Kaidhi movie pray for success andra suryaaaa fanzzzzzz,Positive ,2
6479,im watching it again again again again again again again again,Positive ,2
6480,I am thalapathy veriyan but irunthalum rajini siraraiyum pudikum,Mixed_feelings ,1
6481,Enna da acting Thala punda marri pandra,Negative ,0
6482,first time rangaraj pandeykey allu vidudhunna adhukku oppositela namma thaladan reason love u thala sir,Positive ,2
6483,God of Indian Cinema Super Star RAJINIKANTH Thalaivaaaaaaaaaaa MaraNa BangaM Inimel Hollywood ke Nama Dha Level,Negative ,0
6484,PAAPAA PASANGA PONDAATI PULLAINGA SENTIMENT ERUNNDAA ODIRUNGA THALAIVARE KOLAI VERI LA ERUKKAARU,Positive ,2
6485,Thalai yum yuvan um iruntha antha padam mass hit than,Positive ,2
6486,MASS KA BAP THALAIVAR,Positive ,2
6487,MY INSPIRATION HERO MY REAL LIFE HERO MY MOM,Positive ,2
6488,thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ethana per underwearoda oda porangalo,Positive ,2
6489,Thaliva vjs epoma mass vilan netha pa say like it,Positive ,2
6490,Vera leval sk going to next stop,Positive ,2
6491,Tamilaka muthalvar Rajni sir allways king,Positive ,2
6492,Dae 6pm kula 1m likes kondu varanumm,Positive ,2
6493,Marana mass thala u1 bgm vera vera vera vera vera level,Positive ,2
6494,Phone use panra ovvoruthanum kola kaarunungathan,Mixed_feelings ,1
6495,Epo yaralaa trailer pathuttu erukinge like podunge,Positive ,2
6496,Awesome trailer Vikram style vera level,Positive ,2
6497,Thala mass da Padam vetri pera Thalabathy rasiganin valthukkal,Positive ,2
6498,Action king Arjun fans like here,Positive ,2
6499,Oruthavanga mela Katra viswathala innorathavangala en asinga paduthuringa ithula etho iruku,Positive ,2
6500,Omg THALIVAR Mass da,Positive ,2
6501,Likes will be more get it fools vjmaaa anilu ammaiyan fans and vjmaa,Positive ,2
6502,Am vjs Anna fan Anna am waiting sangatamilan mass pannuga ji super ji super ji super ji,Positive ,2
6503,Ennada ivlo mokkathanama iruku padam Doubtan so sad en thalaivana asinga padutharamari iruku,Negative ,0
6504,Terikudhu trailerdhanush evlo variations looks super ya,Positive ,2
6505,Aiyo yenga veetla chutti TV varathey,Positive ,2
6506,Yen Mandakasayam Mela irukaravan kittaye keklame,Negative ,0
6507,thalapathy trailer erangi iruntha Saahova oda vitturupom Ajaakunga thar perumai pesiya naasama pona kathai thodargirathu,Negative ,0
6508,Pande TV layum super ah nadipinga movie layum nalla nadichurukinga,Positive ,2
6509,Ketta paiyan sir intha Kaali,Positive ,2
6510,kadaram kondan is a name of mudhalam rajendran,Positive ,2
6511,Great movie weldone Rajini sir and Aksekumar sir,Positive ,2
6512,g v neenga nadikirathuku pathila music potrukalam meratitaru,Positive ,2
6513,Padam blockbuster nu solravanga matum like,Positive ,2
6514,Andha gun sozhatra style Vera level,Positive ,2
6515,Naagha thala fans ila family daa,Positive ,2
6516,Batman maathri irukku ana maranama irukku,Positive ,2
6517,Ivanlaam oru aalu p da ivanlaam hero va,Negative ,0
6518,En thalaivana pola yarum illadaa en thala Rasigarkal hit like,Positive ,2
6519,Aiyooooooo theivameeeeeeeeeeeee tnqqqq karthiik suburaj sir,Positive ,2
6520,many many many many many many,Positive ,2
6521,Felt like a 90 s mass Tamil movies style,Positive ,2
6522,Thala sema soldravaingala oru like podunga,Positive ,2
6523,Indha manusanuku oru nallathu nadakanumnu ninaikuruvanga like podunga,Positive ,2
6524,plz realize at telugu also sir,Positive ,2
6525,Mahesh Babu and thala Ajith mutual fans hit like,Positive ,2
6526,THALAIVAR Fan But Thala mass,Positive ,2
6527,Gonna fabulous revenge drama I guess,Positive ,2
6528,Sathiyam solren adichi andraverda oda vida poren manam ponam en porupilla mass,Positive ,2
6529,marana kattu kata porom pongaluku thavaivaaaaa,Positive ,2
6530,Looking Like Hindi Movie Pink Remake Like Ajith Comment Vijay,Positive ,2
6531,Enu enu enu neraya edurpakuran makkal selva fans like here,Negative ,0
6532,Enna daa Sollaama Kollaama Pochukkunu Trailer ah Vittutinga But Thala Vera LEVEL,Mixed_feelings ,1
6533,petta padam vera level marana mass da idhu rajini gethu gethu thanda TM AUDIO GURU,Mixed_feelings ,1
6534,Semmmmmmaaaaaaaa entha petta elaraum aduchu andarver oda oda veda poguthu paru elam pugalum karthi supuraj ky,Positive ,2
6535,PETTA or VISWASAM ME PERSO PETTA,Positive ,2
6536,Aa grace aa style aa mass,Positive ,2
6537,Rajani sir nd prabas Fan s like here,Negative ,0
6538,Sooperuuu Rajani looks very stylish All the best rajani saar From telangana,Positive ,2
6539,Isai Thalaivaa Bgm U1 stunning,Positive ,2
6540,Super iam ajith Fan Sama Mass,Negative ,0
6541,dai thirunelveli enga thala yoda kotta daa,Positive ,2
6542,Trailer nala cut paniruka ana padam yapadi varuthunu papom Yathavathu padathuku cupe eruthichu apuram Kovitha kovitha tha,Negative ,0
6543,Looks like d Mixture of Kaala Kabali Sure Anthor DUD,Positive ,2
6544,Dislikes Poetta Avunga Amma Silukku Da,Negative ,0
6545,Trailer ah trending list LA thedunavanga laam lyk podunga,Positive ,2
6546,I love that song Kamala kalasa,Positive ,2
6547,Thalaivaa vera level i love u thalaivaa,Positive ,2
6548,4 months akiduchu likes 844k bigil 4 hours la 1 million likes,Negative ,0
6549,Trailer pathukitae irunga thala fansLet make it big,Positive ,2
6550,Diwali ku tharamana saanbavam pola varattum varattum waiting,Positive ,2
6551,Semma thala music king Yuvan semma,Positive ,2
6552,Ippa inna Panna poram pongalukku petta parak,Positive ,2
6553,Massive visual extravaganza Proud moment to Indian cinema,Positive ,2
6554,Ennada one million like Kuda illa,Negative ,0
6555,Tirunelveli slang kekrapa evlo alaga iruku,Positive ,2
6556,idhukku mela thalaivara styla yaralayum katta mudiyadhu,Positive ,2
6557,Sirappana tharamana sampavangala inimae than pakka pora,Positive ,2
6558,Marana MASS Unmaiyave CHINNAPAIYAN MARI THALIVAR STYLE ah than irrukaru Vanga THALIVAAAAAAAAAAA vanga we are waiting for you,Positive ,2
6559,Any Sri lankan die hard fans,Negative ,0
6560,Sk padama illa action king padama nu therila,Positive ,2
6561,Vetrimaran dhanush gv combo vera level ah irukka poguthu movie,Positive ,2
6562,Apdiyellam Nadakadhu nadakavum koodadhu Indha scene ku theatrela,Mixed_feelings ,1
6563,Stage ah iruken ah Next level,Positive ,2
6564,Thalaivar ku age 69 na illa 20 ya,Positive ,2
6565,Dislike potavan ellam sam anderson fans,Positive ,2
6566,Yuvan Shankar Raja nailed it Bgm vera level Love you Shankar Raja,Positive ,2
6567,Akshara vikram oda ponna irukum padathula,Mixed_feelings ,1
6568,Vera level intha Diwali kku kaithi in sirappana sambavam irukku,Positive ,2
6569,MY FANS LIKE HERE Nammale sollika vendiyathu tha,Positive ,2
6570,Andha last la black shirt dance walk semaa,Positive ,2
6571,Pollachi mater yana achu konjam yasiga,Positive ,2
6572,3 days trending no 1 srilanaka,Positive ,2
6573,Thala mass ivra yerlium control panna mudiyathu Nkp marana waiting,Positive ,2
6574,Petta Paraak Waiting for Superstar 90 s re entry,Positive ,2
6575,Pink ka vida marana mass suhh trailer,Mixed_feelings ,1
6576,Vera Leval Thala Na Chiyaan Vikram Fan I love you Thala,Positive ,2
6577,Niraiya niraiya niraiya niraiya irukku NKP update waiting,Positive ,2
6578,Makkal selvan Vijay sedhupathy fans hit like,Positive ,2
6579,Rajini sir fans sarbaga best wishes,Positive ,2
6580,48 HOURS LA 2 MILLION LIKES VARUMA VARATHA VARUM NU SOLRAVANGA AGREE,Positive ,2
6581,I m Thalapathy Vijay fan Bt i like Thala Ajith,Positive ,2
6582,Ethana janmam eduthalum Rajini fan dhan da,Positive ,2
6583,Thaaru maarrrrrrrrrrrrrrrrrrr Thalaivar marana maassssssssss Happy Happy,Positive ,2
6584,Trailer Nala irukanu oru than comment pandranu paru like panuga like panuganu yarda nengalam face with head bandage face with head bandage,Mixed_feelings ,1
6585,petta trailer keta rajni nadicha ellam padam mashup pani irukinga,Positive ,2
6586,Superstar nu sollikitu matha actors lam vanturathinga Thalaivar fans kola kaandu la irukom kollama vida maatom,Mixed_feelings ,1
6587,TO HATERS sathyama solren adichu underwearoda oda vituruven maanam pona thirumba varadhu paathuko,Positive ,2
6588,Athu epadi da views 50k likes 91k How,Negative ,0
6589,but it does not meet sarkar view records,Positive ,2
6590,Thalaivaaaaaaaaa Vera level trailer Marana masssss Love u always,Mixed_feelings ,1
6591,Hit Like IF YOU ARE AKSHAY KUMAR FAN,Positive ,2
6592,Hello ennathu 2 0 trailernu search panna transformers ultimate vanthiruku i love my star ille super star rajini sir,Positive ,2
6593,oruthar mela nega viswasam katurathu naala yen inorutha mela verupu katurega,Mixed_feelings ,1
6594,Veera lvl thalaivaaaaaa awesome Shankar sir,Positive ,2
6595,Intha Manusunaku Age Agutha illaya Onnumey Purila pa,Positive ,2
6596,mass class Thalaiva Vera evanum ila,Positive ,2
6597,super star rajanikanth stylish look trailer,Positive ,2
6598,Sema dialogue nilam irundha pudinkikuvan ruba irundha vangikuvan ana namma padippa evanalum vaanga mudiyathu,Positive ,2
6599,Sk fan but ajith kum FdFs tha,Positive ,2
6600,movie mokka etha movie ya copy adushamari erukku,Positive ,2
6601,1 55 Koola gandla eruke superrrrr,Positive ,2
6602,Thala epolthume jahat ta Haha from malaysia,Positive ,2
6603,Thalaivaaaa u r great happy to see your style again,Positive ,2
6604,Intha like intha views pathadhu ininum niraiyaa niraiyaa,Positive ,2
6605,Ohhhhhhhhhh Godddddddddd THALA,Positive ,2
6606,Last bid play in 0 25 speed rajini sir changing as Akshay Kumar getup,Positive ,2
6607,Kola gaandu la irukken Mavane kollama vida maten Semmmmmma gethu dialogue,Positive ,2
6608,Othaaa Marana masssss daa,Mixed_feelings ,1
6609,Dei point blank padatha apdyiea eduthu vechrukinglaa da,Positive ,2
6610,asuran Asuran the extraordinary jai danush,Positive ,2
6611,karthi semma mass ah verithanama irkaru,Positive ,2
6612,Enna bro commercial thukkala irruku poleyy,Negative ,0
6613,4 days 2 trending Mass of thalaaaaaaaaaaaaaaa No one can touch the thala feet,Positive ,2
6614,Trailerae padam kaatudhey Appoa padam ennennellaam kaatum Cannt wait for Petta Paraaaak fast the horns sign of the horns the horns sign of the horns,Positive ,2
6615,Zero is best 39m views in just 18 hrs,Positive ,2
6616,Konjam othingiru odi pathingiru varathu THALAIVAR,Positive ,2
6617,Yen 2 0 tamil trailer CBFC certificate la U nu pottutu hindi CBFC certificate mattum U A pothu irrukanga,Mixed_feelings ,1
6618,Vaaa Yelundhu Vaaaa Asuraaaa Dhanush SalemDfc Online Dead AsuranFormOct4th Release,Positive ,2
6619,Thalaiva VJS lub,Positive ,2
6620,Engada poniga madhurai karange madhurai yedtha mattu like poduvingala ennada dai,Positive ,2
6621,ayyoooo thalaivaaa pinnitingaaaa super marana mass sema style thalaivaaa i love uuuuuuuu semaaa,Positive ,2
6622,Movie seems like Hindi main hoon na,Mixed_feelings ,1
6623,Deii full fight ahyum trailerla pottirukkeenga rolling on the floor laughing rolling on the floor laughing,Mixed_feelings ,1
6624,Nice trilar Oruthar mela viswasam katrathukaga mathavangala en asingam paduthuringa,Mixed_feelings ,1
6625,Paakurathukae pudhumaiya iruku namba thala Siva va vitadhum,Positive ,2
6626,cell phone mela ivnuku oru kannu da,Negative ,0
6627,Thalaivar vere level trailer eh ipdina movie confirm marana mass,Positive ,2
6628,Kola mass la aaaattthiii pangam panitinga block buster,Positive ,2
6629,Sk get up verithanam yuvan bgm awesome sema treat thaaa,Mixed_feelings ,1
6630,Fdfs pora thala fans Ellarum comment pannunga ‍‍‍‍‍‍‍‍,Positive ,2
6631,Adappainggela yaruda neenga shankar sir,Positive ,2
6632,Goose bumps thank you karthiksuburaj,Positive ,2
6633,3 7k dislike katharalas rolling on the floor laughing rolling on the floor laughing Konjam OthingiruOdi PathingiruVarathu ThalaivaruPetta Paraak,Negative ,0
6634,Firstday first porvanga mattum like podungga,Positive ,2
6635,Sirappana Tharamaana Sambavangala Inimei Tha Paaka Pora the horns sign of the horns the horns sign of the horns Marana Waiting,Positive ,2
6636,Nadikrathukunu vanthta nadikanum enniya ithu old thala,Positive ,2
6637,Remake padathula nadika Kooda thani dhillu venum adhanaladhan thala eppavume thaladhan,Positive ,2
6638,Ippa enna panna poram ellarum like poda poram,Positive ,2
6639,wating for movie kaavuting start now,Positive ,2
6640,Sathyama soldren thalaivar avlo azhagu feel pannavan like pannu,Positive ,2
6641,Kaapan trending no 1 any surya anna fans like here,Positive ,2
6642,Sk Fans Saarpa Valthukkal Dhanush Anna,Positive ,2
6643,Marana mass na adhu naanga thanda AK Brothers,Positive ,2
6644,Sa Na kita koduthurukalam gv thaan acting la pooitarula Dear vm pls give sana dhanush combo,Negative ,0
6645,Ennadaa Innum Like pannunga comment pannnga nu evenum picha edukka varalaye nu nenachen Tha vantaanuga illa,Positive ,2
6646,Ellam avan saeyal ah remake pannitegala da Athuvaey remake thanah,Negative ,0
6647,Yendha David pula nu theriyala dislike panirukan,Negative ,0
6648,Mass Marana Waiting SK Hero தர ிசனம்,Positive ,2
6649,Old rajini is back Tharamana sambavam intha pongal ku iruku,Positive ,2
6650,Karthi ku this movie hit kudukum Here like,Positive ,2
6651,Thala,Positive ,2
6652,Nanu Thalapathi fan than But Enakkum Thala yea pudikkum nalla irukku I m waiting This movie kku,Positive ,2
6653,Bgm pakka 0 4 Thala Always Mass Belive it mass one,Positive ,2
6654,Eli romba Val attudhu konjom veratunga Thalaiva,Mixed_feelings ,1
6655,Harris jayaraj music panni irutha nalla irukum,Positive ,2
6656,199K left for 1M likes,Positive ,2
6657,1 million likes reach aaguma,Positive ,2
6658,756 k likes reached aairuku pangalingala adichi thookalamaa ‍‍‍‍‍‍‍‍,Positive ,2
6659,Otha Vera leval sampavoo Thalaivaa DHANUSH BLOODS solla karvama iruku mass pannitaru thalaivaru love you Thalaivaa,Mixed_feelings ,1
6660,Blockbuster aga valthukal from sk bloods,Negative ,0
6661,Semma super star sister Thalapathy namaka,Positive ,2
6662,Wishes from Kumari sk Anna fans,Positive ,2
6663,irunthalum ivalo periya padathukku mobile phone adippadai kathaiya irukkurathu konja mokkaiyathaan irukku,Negative ,0
6664,Rajini oda DNA va save panni veinga pa ivaru madhri innoruthar vara maataru,Negative ,0
6665,Trisha Vara level super star maranaa kattu,Negative ,0
6666,Thalaivaaaa 70 vayasu la nenache paaka mudiyadha energy style maranana mass,Mixed_feelings ,1
6667,Padam romba amaidiya irukumpola Paawam ajith,Mixed_feelings ,1
6668,Enga Thala epovum mass thaan,Positive ,2
6669,super trailer atanala ellarum movie superhit adikum payathila irukanga,Positive ,2
6670,Indha padathuke BGM therika vitrukaru U1 Valimai padathuku nenachu kuda paka mudialada Sami,Positive ,2
6671,Vera level trailer 4d sound 3d movie,Positive ,2
6672,En periyaappaa than thalaivar antha alavuku en thalaivara Enku pudikum Love u thalaivaaaa umaaaaaa,Positive ,2
6673,Ipaa yar yaarlamm comment pannitu irukengaa,Positive ,2
6674,enna da views or likes varave ila,Positive ,2
6675,Mass ah iruku chiyan epovum masss dhan acting king,Positive ,2
6676,Marana waiting for dhanush anna asuran,Positive ,2
6677,Simran mam neega superstar ra vida young irukingalae super,Mixed_feelings ,1
6678,Mass lam assaut a pandrapla,Positive ,2
6679,Rajni sir fan like here,Positive ,2
6680,Thalaiva va va va va va,Positive ,2
6681,Only for superstar and makkal selvan,Positive ,2
6682,Vera level la padam irukum nu solravanga like podunga,Mixed_feelings ,1
6683,Ennada panni vechirukke editor appadiye kadha full a sollivechirekke,Negative ,0
6684,1 41 paruthiveeran Karthi paartha maatiri irundhadhu udhada Merida massu sema massu,Positive ,2
6685,BGM therika vitirukaaru yuvan vera level ajith,Positive ,2
6686,Jigarthandala alukuni kumaru pettala underwearoda oda vituduvan you karthik subburaj ajith mela yenya ivlo gaandu unakku,Negative ,0
6687,Thale fans made like button blue,Positive ,2
6688,SEMMMAA Karthi Anna Kalakkal MASSS,Positive ,2
6689,visvasam and petta inrha pongal sema vettama,Negative ,0
6690,Vetri sir making video its book i want soon sir,Positive ,2
6691,MARANA MASS COMBO H VINOTH,Positive ,2
6692,Gola massa irrukunu solravanka like poduka,Positive ,2
6693,Rasichi eduthurukanya Pazhaya Rajini style dialogues verithanaman Padam semma mass ah irukum the horns sign of the horns the horns sign of the horns,Positive ,2
6694,Thala Yuvan sendhaale massdaaaa,Positive ,2
6695,Movie parthu tu vanthu trailer parthu rasichukittu irukean,Positive ,2
6696,Terika vittitiga thalaeathana vaati paarthalum salikadhu,Positive ,2
6697,BGM thala acting padathuku semma thrill kudukum pola,Positive ,2
6698,Pangalingala adichi thookalamaa thagida thagida thagida,Positive ,2
6699,Enaya trailer liyae kadhai a solitinga,Mixed_feelings ,1
6700,Yarulam intha trailer pakuringalo oru like pottu pongapa Thala vera level,Positive ,2
6701,Shankar sir sayma Maga hit movie all best sir,Positive ,2
6702,Dei vaitherichal la unlike pandravan la inga vanga da kola kaandula iruka kollama vida matta,Positive ,2
6703,Vikram Fans From Andra Pradesh like Vikram,Positive ,2
6704,Hit like thala ajith sir fans,Positive ,2
6705,Fan Made na ipdithaan pa irukkum,Mixed_feelings ,1
6706,Superb movie star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes waiting kaithi 2,Positive ,2
6707,pangaaligala unga friends ellarukum nkp trailer ah vegama share pannunga,Positive ,2
6708,Ppppaaa Namma sankar padam Tamil sinimavaye Tollywood vs Hollywood varaikum thyrimby paka vaikapoguthu Thank u sankar Sir,Positive ,2
6709,check here for more details,Positive ,2
6710,Chiyan vikram vaera vaera vaera lvl massss adithoooll therikithu,Positive ,2
6711,Mass mass mass enga தல ைவர்,Positive ,2
6712,Remake of pink hindi movie,Positive ,2
6713,Am chitti reloaded version 2 0 mass dialogue,Mixed_feelings ,1
6714,Gommalakka veara leavel lla iruku,Mixed_feelings ,1
6715,467k va thanda matinguthu aana likes matum aathigam aakuthu,Positive ,2
6716,Trailer nalla ve ille aana padam epadi irikum teriyadu hope its good,Mixed_feelings ,1
6717,All thambis dislike panrapo views varum da Marandhutingala,Positive ,2
6718,can not wait for thala movie v love thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positive ,2
6719,Vikramuku Indha padam hit kodukum accept pannuravunga like pannunga,Positive ,2
6720,When Karthik subbraj turned 90 s KS Ravikumar Mass and fun Rajini movie,Mixed_feelings ,1
6721,suspect peru dilli i am waiting for kaithi,Negative ,0
6722,Kaithi and Sangatamizhan adikira adila Bigiluu kizhiyanum,Positive ,2
6723,Iam from telangana Iam big fan of super star rajinikanth sir and super star mahesh babu,Positive ,2
6724,Dei ennada nkp BGM ah pottu irukeenga,Negative ,0
6725,Kanna Rajini rage Innum paakalaye IPpo paarunga,Negative ,0
6726,thala ya remake la act panna vachi mass kondu tee kalada,Positive ,2
6727,Vera level act Chiya annaa semma,Positive ,2
6728,Karthik subbu verricheyal ma Vaarey va,Positive ,2
6729,Karthik subburaj Ella Rajini padathayum eduthu parthu thalaivara Oru vazhi panni irukarnu nenaikiren sirapana tharamana sambavam super like,Positive ,2
6730,Nammatta kadu iruntha vangikkuvanunga Nammatta roova iruntha pudingikkuvanunga Namma padippa mattum eduthukkave mudiyathu chithambaram Vera level dialogue,Positive ,2
6731,Wow wow wow wow wow,Positive ,2
6732,Innum 29 k balance Pangalingala come on,Positive ,2
6733,Evanda athu unlike podrathu Rasana kettavaingalaa,Mixed_feelings ,1
6734,Iooo thala innum neraiya neraiya neraiya neraiya neraiya clinking glasses clinking glasses,Positive ,2
6735,First biggest Marana Mazz for VJS,Positive ,2
6736,Rajni Nawaz VJ Sethupati in single movie,Positive ,2
6737,Nawazuddin ah enna Da panni vachrukinga,Positive ,2
6738,Varanum mass varannum athukku avanthan Poranthu varanum,Positive ,2
6739,Pannam evala venunalum selvalinga ticket edutthu Padam pakka muttagal nanga irrukom puplic,Positive ,2
6740,Thalapathy64 lum vera leval ah erukkum polaye,Positive ,2
6741,Ulaga nayaganukkaga indha padam parpen ok va,Positive ,2
6742,Teasereya peramandrama irukeya trailer atha Veda Hmm sema,Positive ,2
6743,Liked for Rangaraj Panday sir Rangaraj Pandey sir fans hit like,Positive ,2
6744,Thala ya paaka innum 1 maasam wait pannanume adhu varaikum indha trailer repeat mode dhan,Positive ,2
6745,I m a Deputy Public Prosecutor,Positive ,2
6746,Karthi da idu pavadai Vijay anilkunjuhal savunkada bismi pondati pundaiya oka,Negative ,0
