,text,category,label
1539,E padam polikkum allee mammookkaa fans nammakullathaaanu e padam,Positive ,2
1540,last le aa idi ntammooo Range saanam,Positive ,2
1541,Bb sure katta ikka fan fdfs locked,Positive ,2
1542,polichu kidu bgm suspense niracha kidilan trailer,Positive ,2
1543,Lalettan paranjakond vannu kandu istappettu like adichu pokunnu,Positive ,2
1544,Aduta 200 Cr club movie for lalattan,Positive ,2
1545,Huge support kanaum alla lalettan fanail ninum,Positive ,2
1546,Kollam Short film polend Vere vallo panikkm po man,Negative ,0
1547,Marana mass lalettan fan aanennu parayumbol abhimaanam,Positive ,2
1548,Romanjifikation katta waiting lalletan fan dubaiiiiiii,Positive ,2
1549,Madhuramilatha raja ettadi mari ith item vereya LUCIFER,Negative ,0
1550,2019 It will be an epic Mammukka uyir,Positive ,2
1551,10 l kudutal tavane kandavar arokke und,Positive ,2
1552,Bro full support rock man allel,Positive ,2
1553,Aaaro paranj cheyyipikunnadh pole rajuvettanokke riyalistikayit polichadukiya police veshangal kanumbol edh,Negative ,0
1554,Ente ponno our reksha illa Nammade ettan powlichu,Positive ,2
1555,Trailer KOLLAM KOLAMASS PAKSHE KAANAN ORU SUKAM ILLA VELUTHAKANAMAAYIRUNNU,Mixed_feelings ,1
1556,Oru onnonnara item varunnundu ready ayi ko makale luving mammookka,Positive ,2
1557,Ee padam mammootyiku kodukanam ithilum adipoli ayirikkum Pakshe ivide mandatharam sambavichu kashttamayipoyi,Negative ,0
1558,Ikka polichu movie Si Mani sir,Positive ,2
1559,Lucifer Lalettan polikkumm Kerala Abhimanam Lalettan,Positive ,2
1560,petr hein ellam same stunt style anu luciferil ayale vaykathirunond karymay,Mixed_feelings ,1
1561,Trailer varunnathin munne chila fansukaar dislike adikkunnund Viewsum koodilla dislikum aakum,Negative ,0
1562,Ntikkaa ingal age 67 aano atho off myaarakam ummmaaah,Positive ,2
1563,Evideyo KGF orma varunathu eniku matramano thinking face thinking face Music aano story oralde maranavum villan marde ennavum entho,Mixed_feelings ,1
1564,90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla,Positive ,2
1565,Evidayokkayo oru aada movie touch thonniyathu enikku mathram aano,Mixed_feelings ,1
1566,Padam kanidit trailor kanan vanna arelum undo padam heavy 100 mass entrtainer rajuetta Muthe,Positive ,2
1567,Kolla mass trailer By lalletan fan,Positive ,2
1568,152k views in 38 minutes 107k likes Lalettan magic,Positive ,2
1569,Ethu polikum njanumanta family realsinta annu thana pokum,Positive ,2
1570,Kidu Kidu Kidu Ith polikkum Lalettan,Positive ,2
1571,enthinaannu allukal dislike adichu koottunnathu ennu enikku manassilaavunnillaa,Negative ,0
1572,Trailer vere level last 30 seconds no reksa,Positive ,2
1573,Lucifer,Positive ,2
1574,Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai,Negative ,0
1575,malayala cinima ellam hollywood level ayo oh my god,Positive ,2
1576,Trailor kandappil padam pottumennu urappayi,Negative ,0
1577,Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu,Positive ,2
1578,Eppozhum abhinayikkan mohanlalum mamootyumea ullu new generation arummilla,Negative ,0
1579,teaser vanapo nala pratheksha ayirunu trailer athu kalanju,Negative ,0
1580,Mass kaanikkan lalettante kazhinje ullo aarum annum innum,Positive ,2
1581,Kanditt madhura raja trailer il ninnum oru story illatha moviyaanenna feel kitty,Negative ,0
1582,ennum eppozhum ikka ore pole double strong,Positive ,2
1583,E movie super hitt urappa,Positive ,2
1584,Pwoli By a katta lallettan fan,Positive ,2
1585,Egane ulla movie kal kaanan aanu ellavarum waite cheyunath,Positive ,2
1586,oh my god this is superbbbbb,Positive ,2
1587,Pwoliiiiii mammookka oru rekshem illa Best wishes,Positive ,2
1588,Classum massum cherna oru onnonnara item,Positive ,2
1589,Oru yugam bharicha chakravarthiyude randam udayam,Positive ,2
1590,evannkk onnum vere pani ille poyy pani nokk ikka,Negative ,0
1591,Maarkam Trailer kandittu bayngara expectations aanu Movie adu keep cheyyyanam,Positive ,2
1592,Ikkaa fansinu hridhayathil sookshikkan Hatersinte annaakkil kodukkan 2num pattiya item thanne aanu ith,Positive ,2
1593,Abrahaminte Santhathikal Kidu Status Video Max,Positive ,2
1594,14k dislike adicha oolakalk naduviral namaskaram,Negative ,0
1595,Ith dislike adicha polayadii makkalkk kunna namaskkaram,Negative ,0
1596,Ikka da makale set traler nxt hit for ikka 4 ina row now,Positive ,2
1597,Ente ponnooo marakam iyyyoooo goosebumps Kathirippinte kolamass trailer Poli kidu kidolokidilan,Positive ,2
1598,Ithinum dislike adikkunnavar enth kanditta enne ariyilla,Negative ,0
1599,Earangunnathinu munb dislike adich moonjikkaan koreu ennam earangiyittund,Negative ,0
1600,Malayala sinimayile ore oru rajav ikka muthan,Positive ,2
1601,adipoli trailer waiting madura raja,Positive ,2
1602,Trailer kidukki By a lalettan fan,Positive ,2
1603,Ettanta aniyanmarude vaka all the best ikka oru rakshayumilla,Positive ,2
1604,Idakkidakk vannu romaanjam kollunnavar like adi,Positive ,2
1605,Ente raju etten mwthanne rajuvattente aa voice mathi pinne onnnum venda,Positive ,2
1606,Lalettan ayalum mammookka ayalum oru pole support cheyyuka snehikuka Verukendath sankikale mathram hugging face hugging face,Positive ,2
1607,Katta waitinggg lalettaaaaaaa Luv u so much,Positive ,2
1608,Ayyo 11 vare wte cheyyanamalloo,Negative ,0
1609,Madhraraja ith ikkem ikkade pillerum pwolichadakkum,Positive ,2
1610,Fanbasil maathram movei kaanunnoraavum dislike cheythu negative aakkunne avarkkente naduviral pranamam,Negative ,0
1611,Powlichu Lalettan and Rajuvetttaaa handshake handshake thudangalle Tcr vedikkettu,Positive ,2
1612,ONKV ood neeraliii kandam vazhiii Ikka marana mass,Negative ,0
1613,Enii adeyude ideyude veddi purraaam apppo pakalla 12 theatrl uff,Positive ,2
1614,Teaser kandu pradeekshayokke poyatharnu,Positive ,2
1615,Prakash Raj Ullatu kondu chelappo hit aavum,Mixed_feelings ,1
1616,6 30 muthal kaathirikkukayaayirunnu 1st comment idaanulla bhagyam ee Onam pwolikkum,Positive ,2
1617,Ithokke dislike adikkunavare kale vari adikkanam,Negative ,0
1618,10M aayonnu idaykk nokkan varunnavarkku ivide like adikkam,Positive ,2
1619,Prayam koodundorum soundaryam koodunna ore oraal Mammookka,Positive ,2
1620,Cinima kando kidu,Positive ,2
1621,Dislike adikuna olikal ellam odd kadam vazhi,Negative ,0
1622,Thaliyvaaaa Ikkaaa vara level pwolichu,Positive ,2
1623,Spr ikkkkkaaaaaa,Positive ,2
1624,Koode Nilkkunnavark Chunk Kodukkum star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes PULLU GIRI clown face clown face,Positive ,2
1625,BEST WISHES TEAM Abrahaminte Santhathikal,Positive ,2
1626,Sorry to say Odukkathe kali aakathirunna mathiyayrunnu,Mixed_feelings ,1
1627,Enthanavo manju warier kanumbol oru deshyam,Negative ,0
1628,േ 22K dislike vannenkil urapicho arkokkeyo kuru pottiyitund padam sure hit,Negative ,0
1629,10 30 kollathe charithram ariyaan aayi katta waiting cheyyunavar KERI LIKE ADIKKADA MAKKALE,Positive ,2
1630,Onnil kooduthal trailer kandavar undengi ibide comeon,Positive ,2
1631,Ente ponnoooooooooooo nammude sontham ichaka mamoookkaaaa ummma cinima kanan kothiyakunnu,Positive ,2
1632,Padam flop aavm Enna Kaaryathil oru doubtum illa,Negative ,0
1633,No words Pwolikkum waiting By DQ Fan,Positive ,2
1634,Lalettante adutha pottapadam Laletta ithokke mathiyakkan aayinnu Please,Negative ,0
1635,Nty amoooo kunjalimarakaar 9 alla oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu,Negative ,0
1636,Ith baghamathy moviede kadhapolund Anushka unnimukundan movie,Mixed_feelings ,1
1637,Charitra cinema aano nayakan mamooka allae vere aarundundu abhinayikkan,Positive ,2
1638,Ith kelkumbo kilichundan mambazam orma verunnu,Mixed_feelings ,1
1639,17k dislike rolling on the floor laughing rolling on the floor laughing mamunnifans kurupotty Rajuvettan oru prasthanam aanu,Negative ,0
1640,Pandam kandathinju shesham vanavar ethra perund pwli padam uff,Positive ,2
1641,Comadey aguuum realse aytuu paryaaam,Mixed_feelings ,1
1642,Vere Level Trailer pwoli Bgm katta mass,Positive ,2
1643,All the best ettan fansinte vaka ikkaykhe,Positive ,2
1644,100 kodi clubil kayariyathinu shesham arokke vannu,Positive ,2
1645,Oru kaaryam manasilaayee paandi rajayum 30 crore nedillaa,Negative ,0
1646,Ikkake katta support aa mamakam hit Thane akum,Positive ,2
1647,Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero,Positive ,2
1648,േ െ levelaaa,Positive ,2
1649,Mamaangam valiya hit akatte Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum hugging face hugging face,Positive ,2
1650,Onam lalettan eduthu ennu parayan paranju,Positive ,2
1651,romancham ennokke paranja koranji pogum athukkum mele,Positive ,2
1652,Dislike adikkan vendi mathram vannirikunnavanmar orupad undalloo sahikanindavula kazhuverikalk,Negative ,0
1653,Ayo last aaa stund yente ponnu ikka,Positive ,2
1654,Super movie aanu but jai ne kollandayirunny,Mixed_feelings ,1
1655,mamooka enn uyir enn anbu enn singamda enn muth mani 300crore adikum,Positive ,2
1656,Trailer okke kollam pakshe evideyokkeyo pulimurukan keri varunnu ennu enik mathramano thonniyath,Mixed_feelings ,1
1657,Padam vijayikkum S S COMBINATION WITH ROBOT,Positive ,2
1658,Maryathakku oru trailer polym irakaan arillaaayy,Negative ,0
1659,Heavy,Positive ,2
1660,Mass ennu paranja otta vakkeyollu ath mammookka,Positive ,2
1661,Chetta Done Deal Wait Trailer kollam massss,Positive ,2
1662,Superb promising trailer,Positive ,2
1663,Uyante mone Ith eeeeth lookkaa mammootty Vere level,Positive ,2
1664,lalettan rocks thanks rajuetta LUCIFER loading,Positive ,2
1665,Pottum bengaali look IDGAF mon,Negative ,0
1666,Ikka ikka ikka ikka ikka ikka ikka ikka ikka ente ponnu ikka marikilla ningale njn marikuvolam,Positive ,2
1667,Suraj ettan vere level 1 01 Soubin ikka pwolikkum 0 33,Positive ,2
1668,Mamangam Vismayathinu 5 naalukal mathram Katta waiting,Positive ,2
1669,edakku vannu kanukayum viewsum nokkunnathum arokke mammookka,Positive ,2
1670,Ayye luciferinte aduth polum etheella Luciferine pottikanonnum ponnilla Lucifer trailer kandappam mone oruuuu romnjam aayirunnu Ithenthooonu ayyyye,Negative ,0
1671,idum kuudi 37 aamathe repeat adi,Positive ,2
1672,Entammoooooooo enikku kanan vayyaye ente ettaaaaaaaaaaaaaaa onnum parayan thonnunilla njan sthabhichu poyiiii,Positive ,2
1673,urutam sounded a bit funny korachum koode punch avarunnu still super movie villain njerichu super,Mixed_feelings ,1
1674,Prayathinde peril ikkaye kaliyakunna ellaa naayinde makkalum nokkada 68 aam vayasil ninde oke thantha vcharichal pattoda ijjathi mass,Negative ,0
1675,Achaayaan poliyaatto kolamaasss Kalki smiling face with 3 hearts smiling face with 3 hearts,Positive ,2
1676,Adipoliii padam ellavarum must watch suraj oru rakshem illaa,Positive ,2
1677,Oh endhuvaadai idhokke aarkengilum dislike adikkan thono,Negative ,0
1678,Last aa chaadiyulla adi Athu screenil varumbolulla kaaryam,Positive ,2
1679,Not impressed yenne kollale please manasilolladhu paranjanne olllu Suraj jpg,Negative ,0
1680,Onnum parayanilla mammukkakkum ee teaminte ellavarkkum All the best,Positive ,2
1681,Polichhhh malayala cinema vera level aakuvanallo eni lalettan marakar,Positive ,2
1682,enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh by a lalettan fann,Negative ,0
1683,Laleta pattunna kadhapathram cheeyy ningalk charithra cinema sheriyaakoola Aa samayam 2 adipoli cinema cheyyan nok borayitund dialog,Negative ,0
1684,Ente ponnnoooooooooooo oru rekshsyum illaaaaaa kidu trailer,Positive ,2
1685,poli teaser maathiri alla ith pwoli item aanu aake miss cheyyunath rajuvetteme mathra ningalkko,Positive ,2
1686,ഈ േ ോ െ ീം support cheyyan paadilla,Negative ,0
1687,Parayan vakulkateetham Paranjalla kandariyenda mahaa mamanga velayatathinu loogamengum therasheela pongi Inne ellam kaalam parayum,Positive ,2
1688,Dislike adichu tholpikan pattila makkaleaaa Lalettan oru rakshem illa Prethviraj pwlichu Katta waiting for 28th,Mixed_feelings ,1
1689,Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo Love U And Katta waiting PDFs orapichuuu,Positive ,2
1690,Sunny chechine kurachu koode neram kanikarnu,Mixed_feelings ,1
1691,Pwoli Keralathil kittiyillel telugil um hope ind,Positive ,2
1692,Ee mohanlal padam 150 crore clubil varatee,Positive ,2
1693,Orupaad ishtaayi ee padam englm hit aaya mathiyenu,Mixed_feelings ,1
1694,Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla Padathil anaganills super,Mixed_feelings ,1
1695,Ramesh ettante first padam oru feel good movie aayirunnu ethum angane aakum enn karuthunnu,Positive ,2
1696,Dialog delevery shariyayilla act super aayirikkum mass lalettan,Mixed_feelings ,1
1697,Dileepettan fans vaka best of luck,Positive ,2
1698,Ithe ikka polikkum ne thonane Laletten fansinte vaka ore all the best,Positive ,2
1699,Romanjification enta ponnikka nigal vere leval Aanu,Positive ,2
1700,Padam pwlikm ikka oru rekshayum ellah Age Is just A Number from A10 fans,Positive ,2
1701,Njan vicharicha pole alla ketto sambhavam kidukkiyittundu,Positive ,2
1702,Mamangam alla avante apppan vannallum eth vijayikkum,Positive ,2
1703,Nalla trailer filimum athu pole aakum ennu pradheeshikkunnu,Positive ,2
1704,Otta vakkil paranjal vismayam mammookka ningal oru idhihasa taram tanne ennu veendum teliyikkunnu,Positive ,2
1705,LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
1706,Mammunikal kuthiyirunn Dislike adikunund rolling on the floor laughing rolling on the floor laughing bloody patti theetams,Negative ,0
1707,Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys,Positive ,2
1708,Eee trailerinu dislike adikaaanum oru range okke venam face palm face palm ‍ kashttam Luv u ikka,Negative ,0
1709,Padam parama Koothara,Negative ,0
1710,Pwoli sharathe track mari mamagam star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
1711,Ee cinima kannan athin oru name mathii S sunny,Positive ,2
1712,Ikka November 21 Ann oru puram thanne pazhasiraja fdfs ormaverunnu,Positive ,2
1713,Thakarthu,Positive ,2
1714,ayyeeee ithenthu samsaram slangue pattilla lelettanu sadharana malayalam mathi aayirunnu ithu nalla bore aayitund,Negative ,0
1715,Ee varshatthe maraka mass padam kidu bgm,Positive ,2
1716,Oru KGF manakunundo Alla KGF ne thakarkkunna oru Mass item manakunund,Positive ,2
1717,Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,Positive ,2
1718,Mamookka oru rakshayum illa kidilan,Positive ,2
1719,Mattoru china town aavathirunnal mathiyayrunnu nalla ooola trailer,Negative ,0
1720,Police pwoli anallo lal inte thirichu varavu,Positive ,2
1721,face kanikkathe mass kanikkanamengil ikkakke sadhikku,Positive ,2
1722,onnum parayanilla mammoka superb bgm woww,Positive ,2
1723,Lucifer njngal randum kayyum neeti sweekarichu Marichu Matham parayunna sangikal keri dislike adukkuvaaa Oru myrum nadakkulla,Negative ,0
1724,0 28 0 33 athu ingerkkk matrame patttu Sheriyalle,Positive ,2
1725,TRAILER KIDU,Positive ,2
1726,mangalassery,Positive ,2
1727,Madi idu madi laalletta Ninga polichuuu,Positive ,2
1728,Dialog bora ettan saatha dilogu matre pattu dileep mammoka dilogu suppera,Negative ,0
1729,Dislike adikaan vendi vannathaan pakshe ikka ee trailer kanditt dislike adikaan pattunnilla So ente vaka oru,Positive ,2
1730,Pwloichu LaletTa ettaN anu njn Terrible devil mass maranamass,Positive ,2
1731,Odiyante releasinginu vandi kathu nilkukyanu laletta,Positive ,2
1732,Mammokka Age 68 NO WORDS,Positive ,2
1733,Best Cinematography Kidilan Oru Rakshayum Illa,Positive ,2
1734,Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam,Positive ,2
1735,Pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum,Negative ,0
1736,Ohh mamooka kalaki Adipoli trailer Best Wishes from Tamil Nadu,Positive ,2
1737,Padam kurachode dark theme aakayirunnu,Mixed_feelings ,1
1738,njan katta llaletten fana ikka ettente pilleru koodu ekkante pillerekkode aaagoshikkkan,Positive ,2
1739,Kidu trailer by katta mammooka fan,Positive ,2
1740,Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan,Positive ,2
1741,Mammookkayude sound oru rekshayum illa pwolii,Positive ,2
1742,surajinte body transformation ho vere level nadan aakuvanello oro padam kazhiyumthorum,Positive ,2
1743,ikka Trailer powli frm A10 fan,Positive ,2
1744,Trailer ittapozhekku dislike vannu athinu Artham avar ikkye pedikkunuuu Love u ikkka,Positive ,2
1745,Ichaakkaa Pwolichu tto All the best mammookka By lalettan fan,Positive ,2
1746,thalaivaaaa sollarathu Mattumdha saiva ethrayum nall evidarunu chillarkku kuru potti thudagi,Negative ,0
1747,Tovino nte speech uff vere level mass,Positive ,2
1748,Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101,Positive ,2
1749,Aa thumb nail ile look nokkiyatte Oru adaar mass block ulla rangam aanen urappayi,Positive ,2
1750,Poi chav Madura raja illalpo oruthnm thalla pokkula,Negative ,0
1751,Gangumayi varunnavan gangster Avan sunnyneym koottiyah verunnath pornstar,Negative ,0
1752,Pwolich ikka love from ettan fan,Positive ,2
1753,Njan padam kandu kidukachi padam ellaarum ee padathe Patti negatives mathram parayunnu I don t know why any I lived this movie,Positive ,2
1754,Enta ponnooo Adaar item Ith pwolikkum,Positive ,2
1755,Eniyum eniyum malayala cinema orupaad uyaragalil ethatte,Positive ,2
1756,Trailer kandale ariyam lalapande adutha padakam,Negative ,0
1757,Katta waiting aanu makkale june 16th DERICK ABRAHAM entry,Positive ,2
1758,Vannu nammude mwuth John Abraham Palakal,Positive ,2
1759,Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes 1 aangu maatikko,Mixed_feelings ,1
1760,Enganey thonnunnadey I Trailer Inu dislike adikkan,Negative ,0
1761,mammoookkkaaaaaaaa polichuuuuuu,Positive ,2
1762,Nammade laletttante LUCIFER anu athukum mele LALETTAN FANS LIKE HERE,Positive ,2
1763,30 min 400k view adichu makkale star struck star struck grinning face with star eyes star struck star struck grinning face with star eyes,Positive ,2
1764,Laalappaa ikkayod muttaan nikkandaa RAAJAyum pillerum strongaa TRIPPLE STRONG Laalappan koottiyaal koodoolaa,Negative ,0
1765,All the best ikkaa nalloru padam avatte madura raja,Positive ,2
1766,Ikka unni ettan Ellarum polichutta,Positive ,2
1767,Ikka ningaloru sambhavamaa trailor thanne ethra thavana kandittum mathiyavunnilla appol movie kola maranamass,Positive ,2
1768,Pani ariyavunna oruthante kaiyil lalettane kittiyal theeravunna preshname undayirunnullu Athethayalum ok ayi Lalettanrajuvettan,Positive ,2
1769,0 30 Theatre ilaki mariyan povunna scene hugging face hugging face,Positive ,2
1770,padam vere level aanu big B ye kaalum mass aanu,Positive ,2
1771,Trailer kanditu mammooka veendum karayipikum ennu thonunu,Positive ,2
1772,ente mamookkaa ijjathi romaja kanjukam mammootti istham ithu kalakkum polikkum thimirkkum,Positive ,2
1773,Wawu variety ayitt ind oru korean movie level,Positive ,2
1774,lalettan masssda vyara lavala athukum myaley I love you laletta,Positive ,2
1775,Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king,Positive ,2
1776,Kidilam theme Padam theatril kandrikum fan,Positive ,2
1777,mollywoodin thala uyarthan mammookkayude vaka puthiya oruitem koodi mammookka fan like adi,Positive ,2
1778,vere level anne Ikka hatrick adikkummm ee movie katta waiting vaishak sir,Positive ,2
1779,Polichu katta wait mamooka fans adi like,Positive ,2
1780,Ente ponnoo ijjathii marana masss,Positive ,2
1781,Ore daivam pakshe marannamila lalettan Eshtam Stephen,Positive ,2
1782,Make up kurach koodiyo enn oru doubt,Mixed_feelings ,1
1783,Polichu machane Lucifer ellarum kananam,Positive ,2
1784,I lik both lalettan and ikka madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu,Positive ,2
1785,Nyan lalettan faanannu pakshe stylishaayitttu ijjathi padangal chyyan ikkakku kazhiyullu,Positive ,2
1786,Trailer kollam pakshe annu blouse undayirunno,Mixed_feelings ,1
1787,െ background music kittan valla vazhiyum undo Kidilan,Positive ,2
1788,Visual treat enu parnja dhe idhan Mammooka,Positive ,2
1789,Nice trailer but manju again,Mixed_feelings ,1
1790,Njan mathramano e trailer onnil adhikam thavana kandath,Positive ,2
1791,Dislike adiche jimitttan fans n,Negative ,0
1792,ee trailaril ake oru bore ullu shajoninte oru shot pulli kattil appiyidan irickunna oru feel,Mixed_feelings ,1
1793,oronnu padam pidikan irangum paisa poyathinte deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu arum kanallu thank me later,Negative ,0
1794,Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk,Positive ,2
1795,Olaaaa oooola oooole,Negative ,0
1796,Ntammoooo enna lookka nte Etta Immathiri oru trailer pretheekshichilla Kikkiduuu,Positive ,2
1797,Ithu vere level Padam aayirikkum Enthaayalum Madhura Raja pole valiya oru vijayam aakatte,Positive ,2
1798,Dis like addichavark ende vaka naduviral namaskaram,Negative ,0
1799,Now 5 2k dislikes Trailer varunnathine munpe ingane appol padam irangiyalo Andha bayam irukkanam,Mixed_feelings ,1
1800,aa dislike mikkathum mohan lal fans aayirikkum,Negative ,0
1801,nyz padam polikkumhikka with akka ishtamh,Positive ,2
1802,Fan fight alla malayaligalkulla abhimanam avattee,Positive ,2
1803,alelum immade jayettane pettu THRISSUR slang pedakan aledaaaaa GEDYOOLLEEEE the horns sign of the horns the horns sign of the horns,Positive ,2
1804,Trailer release aakunnathinu munnae 1 3k dislike ooo,Negative ,0
1805,Hype kurakan Samthikoolla alle Ijjathi ittems oke irakiyal engane hype illathirikum,Positive ,2
1806,Looks totally hopeless Oru Kannan thamarakulam level padam aakumnnu thonninu,Negative ,0
1807,DIRECTION IS REALLY HEAVY SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT ALL IN ALL KIDU ROMANJAM,Positive ,2
1808,Padam kandittu Vannavaradi Oru kidukaachi Box office Karakkiyadi Like,Positive ,2
1809,Enna masss bgm Gopi sunder BMG s vere level,Positive ,2
1810,Enallum pandu nasirum jayanum filmsintoru feel kittunilla new charithra cinemagalku sheriyalle,Mixed_feelings ,1
1811,Angane july month ile ende aadyathe leave njan angu edukuva July 5 nu,Positive ,2
1812,FDFS for sure samshayam venda,Positive ,2
1813,Trailer adipoli anne paranjal pora vere levala,Positive ,2
1814,Sambavam kidu ayandu but pratheekshikkan pediya sherikkum pedichitta,Positive ,2
1815,Uff Oru rakshayumilla 6 thavana kandu Pwoli Ikka mass,Positive ,2
1816,Entharanjittadoo okke unilke cheyyanee naanamketta paripaadi kashtapettu cinima edutha athulim koreee ennam und vivaadhavum kond irangikolum,Negative ,0
1817,Allelum murali gopi moviesinte trailer kidu aayirikum pakshe padam disaster aayirikum,Mixed_feelings ,1
1818,Venda kutaaa Urutaaam Tovino ishtam smiling face with 3 hearts smiling face with 3 hearts Katta waiting,Positive ,2
1819,Katt waiting far lalattan far lusifer,Positive ,2
1820,Become an arjun asokaN fan padam kalakki,Positive ,2
1821,Ettante look oru rakshayilla Chumma kasarii,Positive ,2
1822,Keep going mammukka katta waiting,Positive ,2
1823,Chaadi vettal kurach over aayo ennoru doubt,Mixed_feelings ,1
1824,Aare parayipikkaan aanaavo unlike cheyunne for the unlikes inte vaayeku adi makkale like,Negative ,0
1825,Love From Fan Ee padam pwolikkum Rajuvetta Enta Romam okke enittu ninnu breakdance kalikunnu,Positive ,2
1826,Pakka mass Ikkka heavy Bgm pwolich,Positive ,2
1827,Inganeyumundo pottanmaar Pramukhanmaar FAN made aanu hey Ha ha,Negative ,0
1828,Peranbinu shesham raja 2 diffrence character mamookaada mamooka,Positive ,2
1829,Jayettan porikkum urappa Jayettan super aa tcr Slangil,Positive ,2
1830,Onnum parayaanilla Kanda Eee hangover aadhyam onn maaratte,Positive ,2
1831,Adipoli trailer lalettan faninte ella supportum undakum ikka kiduki,Positive ,2
1832,Laleetanu ikka fansite Best of luck,Positive ,2
1833,1 47 vfx aavashyamillayirunnu mammukka mammukkayayi irikunnathane nallathe,Positive ,2
1834,Da ikka da mass da ikka ummmaaaa,Positive ,2
1835,Ellarm polikkattee ikka unnimukundan Prachi tehlan achuthan fanism marann ellarm e padam kanumenn pratheekshikkunnu,Positive ,2
1836,ee vishu lucifer angu eduthu ennn paranjekkan paranju,Positive ,2
1837,Makkalee boxoffice pottitherikkan pokunnu katta waiting,Positive ,2
1838,Newton enna hindi cinema orma varunnu,Mixed_feelings ,1
1839,Dislike adicha ella mammuni pooranmarkum naduviral namaskaaaram poy rodich theerkada pooooooranmareee,Negative ,0
1840,Raja Murugan Maduraraja Sambhavam kidukki Waiting For re entry of mammookka,Positive ,2
1841,Haters noke kurachu kanjii edukatte Pakkaa mass,Positive ,2
1842,Ithanu njngak ishtamm olla mammooka padam hit avatte from an ettan fan,Positive ,2
1843,0 46 vere level scene,Positive ,2
1844,Trailor vannapol unlike adikunna kure pooranmar poi chathoode kunnakale,Negative ,0
1845,Raju ettan I ll Raju ettan ilangil or ith indavilla,Mixed_feelings ,1
1846,eee mammunnikk 10 million onnum ethikkaanulla traniyilla,Negative ,0
1847,Dislike adicha thayolikal etha vaaaa ithu polorennam kandittu dislike adikkan thonniyallo,Negative ,0
1848,aaraadaa dis like adichathe hae da da da,Negative ,0
1849,Dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar,Negative ,0
1850,Dislike adikan vendi mathram trailer kanunna kure vanangalu,Negative ,0
1851,Kidu item ikka ith trendigil vannirikum,Positive ,2
1852,laletan ennum anganeya pwolichadakkum athan laletan,Positive ,2
1853,Raja 100cr adikkumenn urappullavar like adikk,Positive ,2
1854,Eee onam lalettanum pillerum agu eduthu,Positive ,2
1855,Ettanu njngal vijay fansinde vaka vijayashamsakal,Positive ,2
1856,oru rakshayillaaaaaaaaaaa mass nte extreme,Positive ,2
1857,Heavy Waiting,Positive ,2
1858,Ee role cheyan Lalettan mathrame pattu,Positive ,2
1859,Goosebumps kidilan trailer,Positive ,2
1860,Kuru pottikkan aarum varanda ith vere level aan makkale,Negative ,0
1861,alla ee ikka ithu enthu bhavichaa 2019 full aghu edukkuvano,Positive ,2
1862,Lalettaaaaaaaaaaaaaaaa oru rakshayumilla superb ettaaaaa love you lot,Positive ,2
1863,feels more like a tamil telugu masalappadam pokkiriraja comedy aayirunnu highlight ithil athum illennu thonunnu trailer nirashapeduthi,Negative ,0
1864,Enth parayana pwolich adukki Bgm Vera level,Positive ,2
1865,Rajuettan illathu oru porayima anu jai vendarunnu paksha sambavom kollam,Mixed_feelings ,1
1866,Ikkaye big screenil kaaanaaan katta waiting Ikka anbe,Positive ,2
1867,Myr guhan nnthuva ee kattunnath rolling on the floor laughing rolling on the floor laughing,Negative ,0
1868,Indian cinimayil mamankathe vellan anoruttan Vere janikanam,Positive ,2
